CODMES,CODSOLICITUD,prediction_peak
201407,12915,0.200049
201407,15119,0.1843401
201407,17689,0.1925557
201407,15033,0.19670357
201407,15203,0.18295516
201407,12862,0.19947216
201407,17903,0.18295516
201407,13684,0.22480334
201407,11351,0.189872
201407,13306,0.21232359
201407,15155,0.18455023
201407,14985,0.19958557
201407,12680,0.21368746
201407,15898,0.18597247
201407,14946,0.18295516
201407,14699,0.18295516
201407,16274,0.19002834
201407,12932,0.21432468
201407,17968,0.22650702
201407,13528,0.1861465
201407,14139,0.18295516
201407,13813,0.18872562
201407,15725,0.19650932
201407,14736,0.22406968
201407,11991,0.1843401
201407,15199,0.18295516
201407,17519,0.19971454
201407,10979,0.19486533
201407,16309,0.18716244
201407,15774,0.18755007
201407,14826,0.18295516
201407,14658,0.18750536
201407,14311,0.18862341
201407,14479,0.18739618
201407,14340,0.18575412
201407,13456,0.20731007
201407,17350,0.1843401
201407,15679,0.21109375
201407,15228,0.19060771
201407,13364,0.19110283
201407,17147,0.19201286
201407,13625,0.18753067
201407,14774,0.1900621
201407,10476,0.18295516
201407,16714,0.18799233
201407,10209,0.18295516
201407,11537,0.18952036
201407,14121,0.19026692
201407,17078,0.22275482
201407,16249,0.18295516
201407,15834,0.1927397
201407,17663,0.19807757
201407,14033,0.1843401
201407,18056,0.20080777
201407,16316,0.20877884
201407,15106,0.18415079
201407,16281,0.18928604
201407,16078,0.18295516
201407,16002,0.19414206
201407,16805,0.18597247
201407,13586,0.1981759
201407,16264,0.20246601
201407,14553,0.19073747
201407,17582,0.18286034
201407,15711,0.22592929
201407,15089,0.18480717
201407,16853,0.18492718
201407,14779,0.18295516
201407,16852,0.18295516
201407,13216,0.18428978
201407,16038,0.2069073
201407,15162,0.19693556
201407,16686,0.18780583
201407,15940,0.18961419
201407,11712,0.20850587
201407,14759,0.18454346
201407,15790,0.1843401
201407,14860,0.19141588
201407,15356,0.20211013
201407,16020,0.1861465
201407,17166,0.23824637
201407,16219,0.22378612
201407,16198,0.18558167
201407,14166,0.20715508
201407,12178,0.21471304
201407,15077,0.20278388
201407,15959,0.19980389
201407,14533,0.20622376
201407,15244,0.18725896
201407,14637,0.18810548
201407,16961,0.18295516
201407,16932,0.19984186
201407,13689,0.18430726
201407,14657,0.19075511
201407,13034,0.18430726
201407,16705,0.19004151
201407,11745,0.21329601
201407,16727,0.19362274
201407,6032,0.19192366
201407,12673,0.23020759
201407,16294,0.20983733
201407,13720,0.21980101
201407,17333,0.18295516
201407,10260,0.20769802
201407,15197,0.20040365
201407,15317,0.18295516
201407,14444,0.18725896
201407,15156,0.19262989
201407,14424,0.20280753
201407,17769,0.20282549
201407,16151,0.20289348
201407,12225,0.18295516
201407,16185,0.18295516
201407,14324,0.18955776
201407,16399,0.18295516
201407,14652,0.1978189
201407,17794,0.21037152
201407,15467,0.19166392
201407,16405,0.21220511
201407,17421,0.20064405
201407,16752,0.1997575
201407,16301,0.21531436
201407,14978,0.20204438
201407,14332,0.18295516
201407,14815,0.18698195
201407,13273,0.18952036
201407,16376,0.20675363
201407,16139,0.18295516
201407,16072,0.19410509
201407,17838,0.19674459
201407,14484,0.18295516
201407,16300,0.18916902
201407,16636,0.21116017
201407,15605,0.18755007
201407,17976,0.2029427
201407,13748,0.22157267
201407,16880,0.18725896
201407,13766,0.20678137
201407,17693,0.20684816
201407,13105,0.18560511
201407,14902,0.20151153
201407,9718,0.19630124
201407,14622,0.19081283
201407,13842,0.20337477
201407,12949,0.20633258
201407,15189,0.18787248
201407,17090,0.19243668
201407,14472,0.1843401
201407,13562,0.2001567
201407,13752,0.20185547
201407,14973,0.18552978
201407,17793,0.19131784
201407,16594,0.18303405
201407,15084,0.19078864
201407,13754,0.22044608
201407,16164,0.18295516
201407,16826,0.18295516
201407,15031,0.18575412
201407,12967,0.18829924
201407,12910,0.18295516
201407,14241,0.18601212
201407,16807,0.18953325
201407,13527,0.20399982
201407,13443,0.22895145
201407,12704,0.18530378
201407,15762,0.20422749
201407,17295,0.21314725
201407,16499,0.21252337
201407,16754,0.18568718
201407,13436,0.20483966
201407,9457,0.19795665
201407,11721,0.19706559
201407,15718,0.18752748
201407,17371,0.23007327
201407,15782,0.2269143
201407,13620,0.23291422
201407,14752,0.23291422
201407,14393,0.21875298
201407,12780,0.19644108
201407,16042,0.21117567
201407,13951,0.18396346
201407,15945,0.18295516
201407,14503,0.18940657
201407,12211,0.21151894
201407,15616,0.20798497
201407,14614,0.18570012
201407,13395,0.23645648
201407,13863,0.19830258
201407,17449,0.18597247
201407,15610,0.18295516
201407,18021,0.20103881
201407,16342,0.19938394
201407,15537,0.19067882
201407,17219,0.20159577
201407,15015,0.18295516
201407,17020,0.2114807
201407,12880,0.19456062
201407,13629,0.18739618
201407,13266,0.20420346
201407,14831,0.19549114
201407,13648,0.1843401
201407,17249,0.18800242
201407,15995,0.20082867
201407,15385,0.18955776
201407,11517,0.220934
201407,17722,0.1856582
201407,15266,0.1845957
201407,12692,0.19677354
201407,15786,0.18415079
201407,13559,0.19341582
201407,15324,0.18597247
201407,10630,0.20443429
201407,17640,0.18850036
201407,14176,0.20200364
201407,14540,0.19240797
201407,17680,0.18916206
201407,14738,0.1965469
201407,15080,0.20568085
201407,15125,0.19663347
201407,6696,0.18833233
201407,7526,0.18728909
201407,17293,0.18295516
201407,16478,0.18810548
201407,17288,0.18295516
201407,16370,0.19912139
201407,15801,0.1885394
201407,18018,0.21648397
201407,12898,0.1953719
201407,16340,0.1964802
201407,18080,0.19439815
201407,12921,0.18843313
201407,15759,0.21346462
201407,15330,0.18295516
201407,15409,0.1843401
201407,13406,0.21126878
201407,13624,0.18815032
201407,17717,0.22056188
201407,16329,0.20562951
201407,17497,0.20908365
201407,17416,0.18295516
201407,16390,0.20650707
201407,7623,0.1948232
201407,18003,0.1853543
201407,17781,0.19111778
201407,14402,0.21364658
201407,16162,0.21896361
201407,18052,0.19924651
201407,14929,0.1985959
201407,14052,0.20041743
201407,14822,0.1843401
201407,17856,0.18575412
201407,15163,0.18455023
201407,14028,0.19999334
201407,16819,0.2134913
201407,14744,0.20882906
201407,16709,0.19012558
201407,13547,0.18853293
201407,15273,0.20961428
201407,17140,0.20410135
201407,13155,0.20742153
201407,12209,0.18558167
201407,14084,0.19460359
201407,16280,0.2000951
201407,18063,0.20207603
201407,15468,0.18295516
201407,10406,0.18295516
201407,12482,0.19568583
201407,14100,0.20007911
201407,15920,0.19452195
201407,9719,0.1855066
201407,16911,0.18575412
201407,15777,0.19819798
201407,15277,0.18303405
201407,16439,0.19070958
201407,16236,0.18286034
201407,16899,0.18454346
201407,16130,0.20835324
201407,14722,0.18295516
201407,17877,0.21781224
201407,15224,0.20669587
201407,17999,0.19386294
201407,14235,0.18574709
201407,15286,0.18295516
201407,17101,0.19593102
201407,17017,0.21232484
201407,15513,0.18295516
201407,17008,0.20053776
201407,13707,0.18596491
201407,16033,0.18295516
201407,18010,0.19362274
201407,16800,0.18295516
201407,16298,0.19639693
201407,12951,0.2146921
201407,6584,0.1845957
201407,15674,0.1861465
201407,13685,0.1858785
201407,12496,0.19907907
201407,13826,0.19660752
201407,16104,0.18739618
201407,15652,0.18799233
201407,16430,0.18295516
201407,16768,0.18295516
201407,17861,0.18597247
201407,16187,0.20935105
201407,16837,0.18295516
201407,16713,0.1843401
201407,13575,0.22453585
201407,15708,0.1894842
201407,14740,0.19138207
201407,17566,0.18295516
201407,15835,0.18295516
201407,17779,0.1844066
201407,17515,0.19028904
201407,16563,0.1878901
201407,18054,0.20933317
201407,16008,0.19158664
201407,12353,0.20942838
201407,15132,0.19567122
201407,14234,0.19306931
201407,12983,0.20882727
201407,17963,0.2002187
201407,12788,0.19533752
201407,14189,0.19111778
201407,14236,0.18705967
201407,15172,0.18295516
201407,14869,0.18605044
201407,15289,0.19235422
201407,15985,0.2194505
201407,13237,0.18295516
201407,15274,0.1882354
201407,13896,0.2162034
201407,13449,0.20072147
201407,17740,0.20454934
201407,14467,0.20908678
201407,10821,0.1843401
201407,15541,0.19651257
201407,16885,0.18845993
201407,10781,0.18737501
201407,13674,0.19332291
201407,14446,0.18944167
201407,15123,0.18295516
201407,14013,0.18454346
201407,16385,0.18295516
201407,13572,0.18725896
201407,14382,0.22820054
201407,12645,0.21298957
201407,17542,0.22353761
201407,17843,0.2062682
201407,17399,0.19907907
201407,15779,0.19010912
201407,15857,0.22488205
201407,16313,0.21301322
201407,16577,0.20310491
201407,17142,0.22766727
201407,17483,0.18575412
201407,16261,0.20432098
201407,16641,0.18378907
201407,17340,0.22913909
201407,16107,0.20640723
201407,13744,0.19476199
201407,14720,0.18955776
201407,16289,0.19419888
201407,15710,0.19674459
201407,17445,0.19102733
201407,16102,0.2139177
201407,12402,0.2024093
201407,16546,0.18725896
201407,10193,0.20569071
201407,15260,0.19134791
201407,16242,0.22900952
201407,13994,0.19306931
201407,16558,0.2085558
201407,16979,0.19190711
201407,15675,0.18593769
201407,12113,0.22408721
201407,11581,0.18982786
201407,17422,0.19078998
201407,15107,0.20120263
201407,13328,0.18432724
201407,17221,0.19393256
201407,15009,0.18295516
201407,17985,0.19191982
201407,15436,0.19726904
201407,15815,0.20243634
201407,12848,0.18710804
201407,16855,0.19807757
201407,17451,0.21305856
201407,12080,0.18846852
201407,16172,0.18799233
201407,14452,0.1856582
201407,14487,0.18480717
201407,17932,0.18428978
201407,16090,0.1843401
201407,10972,0.21157652
201407,15982,0.18432724
201407,15227,0.19778995
201407,16716,0.1856582
201407,17705,0.21787696
201407,15936,0.19225568
201407,13777,0.20043172
201407,16736,0.18678164
201407,11829,0.19517168
201407,15669,0.19160005
201407,13263,0.18428978
201407,17379,0.18295516
201407,12052,0.19239897
201407,15545,0.19332291
201407,15138,0.19265871
201407,14536,0.18761337
201407,1843,0.18605316
201407,16718,0.19838539
201407,11286,0.20656061
201407,17464,0.18441798
201407,12486,0.19835299
201407,17006,0.18662539
201407,14498,0.19392431
201407,15206,0.19350386
201407,13999,0.18295516
201407,14707,0.18432724
201407,16299,0.21242192
201407,11519,0.18295516
201407,14068,0.18295516
201407,14168,0.18568255
201407,17921,0.21775913
201407,13626,0.18590462
201407,17886,0.18295516
201407,15121,0.20492548
201407,15016,0.22307831
201407,14062,0.18430726
201407,17149,0.18415079
201407,15505,0.20673063
201407,16217,0.20734389
201407,16253,0.18790592
201407,12151,0.21382387
201407,12406,0.20686153
201407,17224,0.22946565
201407,14039,0.18295516
201407,14149,0.20754248
201407,16044,0.18735747
201407,13474,0.18430726
201407,15849,0.1843401
201407,14209,0.2156329
201407,17272,0.18295516
201407,16271,0.18295516
201407,16668,0.19357139
201407,17068,0.19332291
201407,16939,0.18469124
201407,16112,0.18295516
201407,14574,0.1843401
201407,15098,0.2069508
201407,16469,0.18295516
201407,8525,0.18295516
201407,18067,0.18286034
201407,16820,0.19530784
201407,16485,0.18295516
201407,16160,0.18295516
201407,14639,0.23300949
201407,13788,0.19241108
201407,15690,0.18454346
201407,16327,0.20345967
201407,10642,0.22220494
201407,14613,0.18295516
201407,16734,0.1863181
201407,17695,0.20206343
201407,16726,0.18295516
201407,14884,0.18512335
201407,14874,0.18295516
201407,15580,0.19962832
201407,17021,0.18862405
201407,16989,0.19332291
201407,14145,0.18846852
201407,14966,0.1981759
201407,17097,0.19993682
201407,12641,0.20565683
201407,13514,0.19827904
201407,6701,0.19230942
201407,12410,0.23589979
201407,16519,0.18620674
201407,17462,0.18295516
201407,16350,0.19269851
201407,17408,0.21692675
201407,16804,0.18737501
201407,13140,0.19907907
201407,9665,0.22183077
201407,14896,0.19248879
201407,14890,0.1944888
201407,12236,0.18295516
201407,15743,0.20330063
201407,13004,0.18693589
201407,14690,0.18809667
201407,17062,0.19247243
201407,13654,0.19493967
201407,17366,0.21208334
201407,10493,0.20573138
201407,15158,0.18295516
201407,15026,0.1873582
201407,15066,0.18880698
201408,18559,0.20184858
201408,23263,0.22079937
201408,29169,0.18703575
201408,23637,0.18295516
201408,19618,0.18693493
201408,18161,0.1843401
201408,19359,0.18680361
201408,21949,0.1892225
201408,23512,0.2001876
201408,20299,0.19771251
201408,19267,0.20843557
201408,19185,0.18295516
201408,20518,0.2082545
201408,19860,0.2073891
201408,19461,0.18816939
201408,21000,0.21368746
201408,18497,0.18725896
201408,20613,0.18932344
201408,19366,0.18575412
201408,19007,0.19857739
201408,19314,0.21388623
201408,18173,0.190981
201408,18255,0.18295516
201408,21082,0.18295516
201408,18827,0.1843401
201408,23284,0.19191305
201408,20479,0.20067772
201408,29245,0.20163825
201408,21652,0.18787248
201408,22213,0.18517646
201408,22172,0.18295516
201408,22354,0.19016236
201408,29219,0.19392271
201408,19196,0.18705967
201408,29222,0.19512711
201408,23360,0.19358799
201408,20423,0.18430726
201408,23212,0.18378907
201408,18155,0.18295516
201408,22598,0.18454346
201408,22022,0.18597247
201408,19032,0.20904543
201408,22194,0.21005881
201408,24284,0.18295516
201408,18377,0.19002834
201408,18466,0.18295516
201408,29181,0.18295516
201408,23455,0.18295516
201408,20913,0.18295516
201408,18875,0.19663347
201408,18683,0.18660878
201408,20774,0.18736403
201408,18982,0.18725896
201408,23233,0.1849889
201408,18405,0.18295516
201408,21791,0.18295516
201408,20566,0.1843401
201408,18766,0.19179854
201408,21373,0.1843401
201408,30257,0.18747398
201408,22254,0.18605044
201408,18439,0.20864147
201408,21641,0.18810548
201408,19460,0.18716244
201408,21252,0.18295516
201408,21364,0.1861465
201408,21453,0.22421913
201408,18478,0.1843401
201408,19356,0.19362274
201408,19505,0.18810716
201408,18266,0.18295516
201408,23416,0.18295516
201408,18368,0.2197926
201408,23389,0.1861465
201408,18610,0.1843401
201408,22186,0.18716244
201408,18189,0.18295516
201408,23214,0.21248573
201408,23619,0.18295516
201408,23440,0.21627194
201408,18305,0.20675044
201408,19577,0.1853795
201408,19326,0.18977737
201408,18301,0.18708807
201408,20022,0.18610074
201408,19928,0.20458406
201408,21611,0.19392271
201408,18370,0.19965784
201408,21395,0.18736199
201408,21442,0.18940657
201408,20099,0.18295516
201408,18235,0.20476788
201408,21010,0.18428978
201408,20923,0.18295516
201408,18383,0.2006544
201408,19817,0.19157583
201408,19871,0.1907837
201408,19208,0.18570101
201408,21886,0.1843401
201408,18779,0.19663347
201408,23433,0.19516061
201408,21148,0.19083214
201408,19991,0.2029785
201408,18881,0.2121252
201408,18635,0.21513325
201408,21142,0.19788903
201408,18904,0.20288624
201408,18212,0.18725896
201408,18324,0.18829924
201408,22999,0.21676585
201408,20628,0.2045833
201408,22551,0.20287171
201408,22479,0.18378907
201408,19378,0.1878523
201408,20801,0.18420586
201408,18723,0.20073968
201408,20779,0.19005984
201408,20042,0.18295516
201408,19214,0.19733262
201408,18586,0.1843401
201408,20376,0.21497203
201408,29204,0.21265675
201408,23695,0.21354577
201408,20199,0.21507348
201408,20803,0.21484461
201408,20076,0.18480717
201408,21980,0.19666938
201408,22505,0.18295516
201408,19720,0.21409202
201408,20164,0.18295516
201408,21339,0.20888172
201408,18660,0.18295516
201408,21151,0.18286034
201408,29185,0.18809693
201408,19015,0.18570101
201408,21821,0.18692756
201408,22659,0.18725896
201408,20301,0.19267957
201408,30213,0.18295516
201408,18655,0.19644108
201408,20538,0.18358184
201408,21090,0.18295516
201408,20967,0.19157995
201408,22953,0.19065996
201408,21630,0.20978598
201408,23645,0.2112584
201408,18263,0.1843401
201408,19386,0.1912692
201408,29128,0.18977982
201408,22193,0.19995448
201408,19207,0.18575412
201408,23452,0.18358184
201408,18932,0.18295516
201408,21445,0.18562715
201408,23303,0.19291289
201408,20854,0.18295516
201408,22535,0.18295516
201408,22684,0.18861929
201408,19052,0.18295516
201408,21407,0.18810548
201408,20806,0.18454346
201408,21642,0.20671321
201408,21083,0.21380173
201408,20280,0.18480717
201408,18804,0.18862675
201408,19859,0.18454346
201408,20038,0.21661489
201408,18542,0.21196868
201408,22454,0.21828339
201408,20138,0.18889406
201408,19110,0.18917397
201408,21294,0.18575698
201408,22008,0.18836702
201408,18204,0.19078998
201408,21263,0.21032593
201408,21079,0.19332065
201408,20934,0.19665127
201408,18600,0.20728956
201408,18328,0.18295516
201408,22472,0.2038571
201408,18887,0.20104818
201408,19062,0.21958788
201408,19045,0.2088002
201408,19771,0.18295516
201408,22860,0.23115939
201408,19143,0.18295516
201408,18262,0.18358184
201408,18568,0.21133555
201408,20325,0.18780583
201408,23272,0.18415079
201408,21686,0.19122578
201408,18443,0.18870443
201408,20873,0.18295516
201408,23111,0.19646645
201408,20258,0.1861465
201408,20522,0.18725896
201408,23563,0.18705262
201408,22834,0.18295516
201408,18538,0.18669124
201408,21567,0.18295516
201408,23632,0.20244594
201408,18954,0.18358184
201408,22916,0.20201994
201408,22717,0.18597247
201408,20469,0.18295516
201408,22323,0.19269851
201408,19904,0.1873582
201408,23120,0.18568876
201408,23658,0.1843401
201408,21608,0.1843401
201408,21923,0.18816939
201408,23288,0.18725896
201408,21692,0.18396346
201408,18861,0.20738746
201408,23647,0.21480228
201408,18359,0.1857202
201408,19152,0.18415079
201408,18356,0.18810548
201408,18248,0.19151475
201408,18740,0.19628832
201408,23404,0.18480717
201408,20634,0.18512605
201408,21192,0.1857202
201408,22211,0.18597247
201408,22202,0.19733262
201408,21894,0.18865128
201408,21404,0.18575412
201408,23065,0.18620674
201408,19558,0.18295516
201408,22372,0.1976099
201408,21340,0.18295516
201408,22812,0.18538296
201408,23605,0.18705967
201408,20283,0.18295516
201408,23036,0.18575412
201408,20374,0.20555146
201408,21072,0.18295516
201408,20907,0.18992996
201408,23411,0.19151561
201408,19599,0.20020546
201408,21678,0.18295516
201408,23193,0.18424475
201408,18299,0.22857744
201408,19013,0.18570012
201408,30298,0.20589644
201408,21175,0.18597247
201408,21972,0.1843401
201408,18297,0.18286034
201408,21807,0.18938868
201408,23108,0.21002558
201408,18786,0.19332291
201408,20512,0.20889096
201408,18625,0.18295516
201408,23201,0.18430726
201408,18404,0.18295516
201408,18718,0.1863181
201408,20324,0.18396346
201408,21134,0.18624438
201408,25964,0.19050916
201408,18728,0.18295516
201408,21482,0.2298755
201408,23107,0.21330005
201408,23030,0.1843401
201408,18965,0.18295516
201408,19258,0.18295516
201408,18939,0.18295516
201408,19318,0.18705967
201408,18557,0.19164264
201408,18675,0.21300408
201408,19559,0.1911849
201408,21805,0.18295516
201408,18408,0.19179821
201408,20837,0.20136133
201408,18174,0.18570101
201408,18164,0.18295516
201408,23052,0.19016236
201408,21130,0.18540779
201408,23626,0.20444049
201408,19215,0.193996
201408,20992,0.19879854
201408,18170,0.20912282
201408,22586,0.19102287
201408,18260,0.20371151
201408,29239,0.1880086
201408,19222,0.18430726
201408,18550,0.18295516
201408,22610,0.18295516
201408,18738,0.19452195
201408,18548,0.18671528
201408,20127,0.2114406
201408,18661,0.1907895
201408,20816,0.18295516
201408,21945,0.22347677
201408,21223,0.19909273
201408,23208,0.18295516
201408,23140,0.20649251
201408,20710,0.20818748
201408,20768,0.18610074
201408,29194,0.18295516
201408,22349,0.18295516
201408,19419,0.18851718
201408,22775,0.21382025
201408,18677,0.1960019
201408,19266,0.22066829
201408,20706,0.19993682
201408,19353,0.18846852
201408,18670,0.19909993
201408,18933,0.18415079
201408,23188,0.18295516
201408,20417,0.18861929
201408,18805,0.20320225
201408,19094,0.18295516
201408,18641,0.18558167
201408,19443,0.1956031
201408,19601,0.1861465
201408,21389,0.18928604
201408,23273,0.1853543
201408,20585,0.19269451
201408,22470,0.18725896
201408,18879,0.18960288
201408,21309,0.19863534
201408,18292,0.19004151
201408,18384,0.18678164
201408,18398,0.18405549
201408,18832,0.18295516
201408,21584,0.20461033
201408,20079,0.19071886
201408,18624,0.18710804
201408,18597,0.18295516
201408,22460,0.18295516
201408,21903,0.19465557
201408,18504,0.1980135
201408,21199,0.18454346
201408,18145,0.20782898
201408,23620,0.18295516
201408,21888,0.18725896
201408,21133,0.18755007
201408,22544,0.18295516
201408,20727,0.20479892
201408,19176,0.19209759
201408,19737,0.19601306
201408,19401,0.18600468
201408,21895,0.19407026
201408,22322,0.18295516
201408,23392,0.19036151
201408,20699,0.18295516
201408,18706,0.18699113
201408,20986,0.19098832
201408,20175,0.18932694
201408,18668,0.22652435
201408,19020,0.193418
201408,19210,0.18568876
201408,21858,0.19243668
201408,19235,0.18454346
201408,20196,0.19665127
201408,18220,0.2207777
201408,18893,0.19225568
201408,21981,0.19838819
201408,21385,0.21384542
201408,21827,0.18420586
201408,21159,0.18456276
201408,21203,0.18295516
201408,19005,0.18295516
201408,20497,0.18678164
201408,22898,0.18295516
201408,19959,0.1843401
201408,19155,0.1916046
201408,19739,0.22093382
201408,22230,0.18295516
201408,23684,0.19133617
201408,21218,0.20204438
201408,23655,0.18295516
201408,18385,0.19936298
201408,22761,0.18295516
201408,20947,0.18295516
201408,29157,0.18295516
201408,30256,0.20719993
201408,18628,0.20288633
201408,21356,0.1851789
201408,19509,0.18705967
201408,20416,0.22949746
201408,21222,0.19203602
201408,18430,0.19212162
201409,18693,0.21997556
201409,18228,0.18295516
201409,22784,0.19221881
201409,22061,0.20064405
201409,21938,0.1896543
201409,18180,0.2278215
201409,18345,0.18295516
201409,20102,0.18725896
201409,21498,0.19005951
201409,22001,0.19618075
201409,18592,0.18303405
201409,21963,0.19756895
201409,18837,0.18295516
201409,19490,0.18295516
201409,21574,0.18295516
201409,23203,0.18610074
201409,20927,0.18469124
201409,23159,0.1858785
201409,23064,0.18575412
201409,21985,0.18953896
201409,20895,0.18295516
201409,19603,0.21645227
201409,23174,0.19025244
201409,18269,0.22479248
201409,21146,0.2061418
201409,23293,0.19452195
201409,22495,0.20876524
201409,22121,0.18420586
201409,18477,0.19774832
201409,22130,0.19526294
201409,20617,0.19439815
201409,18454,0.19048037
201409,22773,0.18693493
201409,22685,0.18710804
201409,22553,0.18608634
201409,18744,0.18295516
201409,20489,0.19439815
201409,22881,0.22053778
201409,22603,0.18705967
201409,19516,0.22900952
201409,18715,0.20325643
201409,20651,0.18295516
201409,20235,0.19269851
201409,21247,0.18286034
201409,20420,0.22470425
201409,20797,0.18454346
201409,19477,0.18295516
201409,23364,0.20745042
201409,20976,0.19087078
201409,19666,0.19524871
201409,20537,0.19209647
201409,20862,0.18986589
201409,21467,0.1843401
201409,19555,0.18295516
201409,20925,0.1843401
201409,21544,0.1843401
201409,18511,0.22985697
201409,21347,0.18415079
201409,21456,0.22115651
201409,20341,0.18693493
201409,19856,0.21186431
201409,20278,0.19853951
201409,20588,0.18295516
201409,19745,0.18716244
201409,20044,0.18295516
201409,20865,0.1861465
201409,22763,0.18693493
201409,23283,0.18550973
201409,20943,0.18295516
201409,20623,0.18728323
201409,20964,0.19564997
201409,19085,0.18846565
201409,19033,0.1861465
201409,20413,0.18897
201409,22862,0.18707721
201409,19775,0.18862405
201409,20443,0.18295516
201409,22810,0.19332291
201409,22801,0.1861465
201409,20902,0.18295516
201409,21274,0.19910082
201409,19448,0.18780583
201409,20370,0.20492548
201409,20685,0.21958788
201409,18238,0.1843401
201409,18156,0.18295516
201409,18722,0.21497203
201409,19091,0.18575412
201409,21034,0.18693493
201409,22986,0.22317241
201409,22482,0.19453712
201409,19492,0.21155035
201409,22076,0.18575412
201409,18501,0.20695342
201409,22573,0.18295516
201409,21204,0.18295516
201409,23022,0.18295516
201409,20933,0.20212772
201409,18326,0.1913735
201409,21173,0.19183217
201409,22112,0.21096538
201409,22227,0.18441947
201409,19087,0.18295516
201409,18229,0.22516368
201409,21234,0.18286034
201409,20270,0.20803717
201409,18952,0.18295516
201409,21112,0.19536732
201409,20698,0.18295516
201409,20260,0.18295516
201409,21970,0.18558167
201409,19164,0.18833233
201409,18382,0.18429598
201409,18159,0.20544204
201409,21936,0.18959153
201409,22428,0.2016269
201409,19093,0.18610074
201409,19912,0.1843401
201409,18657,0.18716244
201409,22405,0.18295516
201409,22593,0.18295516
201409,20750,0.18295516
201409,22223,0.18725896
201409,22297,0.18295516
201409,21069,0.18295516
201409,21220,0.18295516
201409,20192,0.21748503
201409,20057,0.18971328
201409,18627,0.18787248
201409,18259,0.19618364
201409,19417,0.19143695
201409,20577,0.18295516
201409,20129,0.2135354
201409,19818,0.18430726
201409,20747,0.19787978
201409,21727,0.18295516
201409,18807,0.19181946
201409,22645,0.18295516
201409,20962,0.19802807
201409,22024,0.18396346
201409,19296,0.18454346
201409,20445,0.18295516
201409,18485,0.1950718
201409,20707,0.18295516
201409,21906,0.1861465
201409,23323,0.18693493
201409,19583,0.18480717
201409,21228,0.226306
201409,21613,0.22289498
201409,20188,0.18303405
201409,19034,0.18430726
201409,23295,0.18467562
201409,21685,0.18998523
201409,22672,0.18295516
201409,18270,0.18987632
201409,22438,0.18295516
201409,19055,0.20912042
201409,22457,0.19075511
201409,20021,0.20688485
201409,21806,0.1843401
201409,18407,0.18295516
201409,20871,0.18378907
201409,20113,0.19022718
201409,22083,0.19674459
201409,20812,0.18295516
201409,18362,0.20845753
201409,20194,0.19416258
201409,21338,0.19623186
201409,22116,0.18620674
201409,21348,0.19410637
201409,22936,0.18295516
201409,22120,0.19134791
201409,21628,0.18710804
201409,19112,0.20525937
201409,18996,0.1970626
201409,21174,0.20730573
201409,19738,0.20352025
201409,22618,0.18295516
201409,20086,0.18575412
201409,18708,0.18430726
201409,19156,0.18570012
201409,18925,0.22694275
201409,23382,0.18666711
201409,21088,0.21398875
201409,18344,0.18295516
201409,21183,0.18597247
201409,19489,0.18640786
201409,22958,0.19240797
201409,23320,0.18862364
201409,19455,0.1843401
201409,19405,0.18424475
201409,18561,0.19087078
201409,20453,0.21204348
201409,18988,0.19221881
201409,21639,0.18295516
201409,22198,0.1843401
201409,20394,0.1843401
201409,20990,0.20001903
201409,19810,0.21522063
201409,21541,0.18295516
201409,20035,0.21326005
201409,19796,0.18513694
201409,18756,0.21970347
201409,20643,0.2018191
201409,19545,0.18295516
201409,18547,0.18423006
201409,20029,0.21080053
201409,18951,0.18295516
201409,18286,0.19741446
201409,22790,0.18295516
201409,23130,0.18295516
201409,22678,0.1863181
201409,22861,0.18295516
201409,20048,0.19829938
201409,18456,0.18295516
201409,22772,0.18429598
201409,22865,0.19055079
201409,18403,0.2017404
201409,18765,0.2194505
201409,19100,0.18295516
201409,20899,0.1881554
201409,21947,0.19254279
201409,18306,0.19371362
201409,21435,0.1843401
201409,22967,0.18295516
201409,20150,0.18940043
201409,21924,0.18755007
201409,18236,0.20244601
201409,23325,0.18295516
201409,21333,0.19540755
201409,19145,0.22122847
201409,21238,0.18690957
201409,21491,0.18465826
201409,18432,0.18597247
201409,22998,0.19157583
201409,21564,0.18586247
201409,22321,0.19185138
201409,19473,0.18985125
201409,20974,0.2059215
201409,20984,0.21775298
201409,18941,0.1913194
201409,20318,0.19567762
201409,19186,0.18295516
201409,22392,0.20374823
201409,19467,0.18432724
201409,22039,0.18728049
201409,22382,0.1845957
201409,20015,0.1856582
201409,19886,0.19560492
201409,19595,0.18295516
201409,20881,0.1843401
201409,21182,0.198736
201409,18864,0.18978931
201409,19564,0.18295516
201409,18483,0.18597247
201409,20540,0.18343684
201409,19003,0.18295516
201409,18960,0.18914779
201409,21580,0.19239564
201409,21180,0.18295516
201409,20303,0.18295516
201409,22408,0.1878901
201409,18977,0.18554272
201409,22279,0.19523026
201409,18842,0.18295516
201409,18686,0.19802591
201409,21648,0.20492548
201409,20252,0.21384977
201409,21124,0.198919
201409,18973,0.18761745
201409,19098,0.20749693
201409,18519,0.19945219
201409,20639,0.18295516
201409,20919,0.18497047
201409,21929,0.19079702
201409,21663,0.18755007
201409,23028,0.18295516
201409,19996,0.18554272
201409,22895,0.19563134
201409,18896,0.21302566
201409,21473,0.18295516
201409,23005,0.18725896
201409,20966,0.19332291
201409,20835,0.18700805
201409,19794,0.18295516
